"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-01","11.4",",X","0","0","0",",0","6",",0","5",",0","11",",0","3",",0","0",",0","24",",0","11",",0","0",",0","0",",0","7",",0,22,","9",",,0,26,","8.5",",,0,25,","1.03",",,0,25,","67",",0,04,","2526","0","1019",",0","3.22",",,,0",,,"13.7",",,,0","32.1",",0","39.6",",,,0","24.7",",,,0","10463",",X","270",",X","300",",X","42.9",",X","51",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-02","9.2",",X","0","0","0",",0","10",",0","5",",0","12",",0","2",",0","0",",0","20",",0","2",",0","0",",0","0",",0","17",",0,03,","5",",,0,05,","3.6",",,0,18,","0.80",",,0,18,","69",",0,25,","3326","0","799",",0","2.02",",,,0",,,"5.7",",,,0","37.4",",0","45.7",",,,0","29.2",",,,0","10726","1,X","290",",X","220",",X","29.1",",X","38",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-03","11.0",",X","0","0","0",",0","8",",0","8",",0","0",",0","0",",0","0",",0","6",",0","0",",0","2",",0","0",",0","24",",0,18,","0",",,0,31,+","0.0",",,0,31,+","2.24",",,0,21,","80",",0,08,","3852","0","527",",0","6.32",",,,0",,,"0.0",",,,0","48.0",",0","58.5",",,,0","37.6",",,,0","13952",",X","260",",X","330",",X","34.0",",X","41",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-04","10.7",",X","3","0","3",",0","14",",0","7",",0","1",",0","1",",0","0",",0","1",",0","0",",0","5",",0","0",",0","31",",0,09,","1",",,0,09,","1.6",",,0,09,","0.65",",,0,21,","77",",0,16,","4229","0","377",",0","3.05",",,,0",,,"1.6",",,,0","52.5",",0","61.6",",,,0","43.5",",,,0","10052",",X","280",",X","280",",X","36.9",",X","51",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-05","8.7",",X","88","0","85",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","2",",0","40",",0,01,","0",",,0,31,+","0.0",",T,0,24,","0.65",",,0,10,","91",",0,07,","4341","0","112",",0","3.02",",,,0",,,"0.0",",T,,0","64.1",",0","73.9",",,,0","54.4",",,,0","15614","1,X","290",",X","280",",X","36.0",",X","45",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-06","9.4",",X","331","0","243",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","53",",0,07,+","0",",,0,30,+","0.0",",,0,30,+","1.01",",,0,18,","94",",0,11,+","4358","0","17",",0","3.82",",,,0",,,"0.0",",,,0","72.5",",0","82.0",",,,0","63.1",",,,0","15805",",X","300",",X","280",",X","31.1",",X","40",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-07","7.6",",X","611","0","280",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","60",",0,08,","0",",,0,31,+","0.0",",,0,31,+","1.90",",,0,26,","91",",0,10,","0","0","0",",0","5.54",",,,0",,,"0.0",",,,0","74.0",",0","81.7",",,,0","66.4",",,,0","14921","2,X","160",",X","150",",X","32.0",",X","38",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-08","8.3",",X","892","0","280",",0","15",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","56",",0,22,","0",",,0,31,+","0.0",",,0,31,+","0.76",",,0,14,","92",",0,07,","0","0","0",",0","2.91",",,,0",,,"0.0",",,,0","74.0",",0","81.3",",,,0","66.7",",,,0","14091",",X","230",",X","230",",X","30.0",",X","37",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-09","8.3",",X","1011","0","119",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","41",",0,30,","0",",,0,30,+","0.0",",,0,30,+","2.72",",,0,03,","87",",0,02,","78","0","78",",0","8.28",",,,0",,,"0.0",",,,0","66.4",",0","74.9",",,,0","57.9",",,,0","14287",",X","300",",X","300",",X","30.0",",X","36",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-10","8.1",",X","1021","0","10",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","35",",0,30,","0",",,0,31,+","0.0",",,0,31,+","1.06",",,0,04,","82",",0,04,+","315","0","237",",0","1.51",",,,0",,,"0.0",",,,0","57.7",",0","67.4",",,,0","48.0",",,,0","15154",",X","340",",X","340",",X","32.0",",X","37",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-11","9.8",",X","1021","0","0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","23",",0,23,","0",",,0,30,+","0.0",",,0,30,+","0.94",",,0,26,","67",",0,10,","904","0","589",",0","2.20",",,,0",,,"0.0",",,,0","45.4",",0","53.1",",,,0","37.6",",,,0","8560",",X","320",",X","330",",X","31.1",",X","38",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2000-12","10.7",",X","1021","0","0",",0","9",",0","4",",0","3",",0","1",",0","0",",0","28",",0","9",",0","0",",0","0",",0","12",",0,23,","9",",,0,31,","9.0",",,0,30,","0.91",",,0,14,","65",",0,17,","1951","0","1046",",0","2.83",",,,0",,,"10.6",",,,0","31.2",",0","38.0",",,,0","24.5",",,,0","11697",",X","270",",X","280",",X","45.0",",X","53",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-01","8.3",",X","0","0","0",",0","10",",0","7",",0","12",",0","2",",0","0",",0","27",",0","4",",0","0",",0","0",",0","15",",0,03,","8",",,0,01,","2.2",",,0,21,","1.02",",,0,19,","58",",0,30,","2959","0","1008",",0","2.78",",,,0",,,"3.8",",,,0","32.5",",0","39.3",",,,0","25.7",",,,0","9131","1,X","250",",X","240",",X","38.9",",X","45",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-02","10.1",",X","0","0","0",",0","9",",0","4",",0","5",",0","2",",0","0",",0","17",",0","1",",0","0",",0","0",",0","19",",0,22,","7",",,0,23,","7.0",",,0,22,","1.62",",,0,05,","62",",0,09,","3733","0","775",",0","3.04",",,,0",,,"10.0",",,,0","37.3",",0","45.1",",,,0","29.6",",,,0","9926",",X","300",",X","290",",X","36.0",",X","47",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-03","11.6",",X","0","0","0",",0","13",",0","10",",0","1",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","23",",0,06,","1",",,0,05,","0.8",",,0,26,","1.59",",,0,30,","58",",0,23,","4475","0","741",",0","5.44",",,,0",,,"1.8",",,,0","41.1",",0","48.3",",,,0","33.9",",,,0","10157",",X","270",",X","290",",X","33.1",",X","45",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-04","8.9",",X","21","0","21",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","33",",0,19,","0",",,0,30,+","0.0",",T,0,18,","0.50",",,0,11,","88",",0,23,","4802","0","327",",0","1.49",",,,0",,,"0.0",",T,,0","54.8",",0","64.5",",,,0","45.2",",,,0","12936",",X","310",",X","300",",X","36.9",",X","46",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-05","8.7",",X","88","0","67",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","45",",0,07,","0",",,0,31,+","0.0",",,0,31,+","1.69",",,0,26,","91",",0,04,","4879","0","77",",0","3.99",",,,0",,,"0.0",",,,0","64.7",",0","74.3",",,,0","55.0",",,,0","15811",",X","350",",X","350",",X","30.0",",X","36",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-06","8.3",",X","397","0","309",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","52",",0,01,","0",",,0,30,+","0.0",",,0,30,+","2.41",",,0,17,","94",",0,30,+","4883","0","4",",0","5.93",",,,0",,,"0.0",",,,0","75.2",",0","84.0",",,,0","66.3",",,,0","18381",",X","340",",X","340",",X","28.0",",X","33",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-07","8.9",",X","719","0","322",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","58",",0,02,","0",",,0,31,+","0.0",",,0,31,+","0.61",",,0,04,","94",",0,25,","0","0","0",",0","1.31",",,,0",,,"0.0",",,,0","75.4",",0","84.3",",,,0","66.5",",,,0","19032",",X","310",",X","310",",X","25.9",",X","32",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-08","7.8",",X","1179","0","460",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","64",",0,26,+","0",",,0,31,+","0.0",",,0,31,+","0.35",",,0,12,","101",",0,09,","0","0","0",",0","0.97",",,,0",,,"0.0",",,,0","79.8",",0","88.4",",,,0","71.2",",,,0","16510",",X","300",",X","310",",X","25.9",",X","32",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-09","8.1",",X","1332","0","153",",0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","46",",0,26,","0",",,0,30,+","0.0",",,0,30,+","1.05",",,0,04,","86",",0,10,+","51","0","51",",0","2.58",",,,0",,,"0.0",",,,0","68.4",",0","77.2",",,,0","59.6",",,,0","15276",",X","260",",X","360",",X","25.9",",X","32",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-10","9.4",",X","1366","0","34",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","36",",0,29,","0",",,0,31,+","0.0",",,0,31,+","0.28",",,0,01,","83",",0,24,+","268","0","216",",0","0.83",",,,0",,,"0.0",",,,0","59.1",",0","69.1",",,,0","49.1",",,,0","16476",",X","270",",X","270",",X","34.0",",X","44",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-11","8.7",",X","1367","0","1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","7",",0","0",",0","29",",0,12,","0",",,0,30,+","0.0",",,0,30,+","0.39",",,0,25,","77",",0,02,","633","0","365",",0","0.56",",,,0",,,"0.0",",,,0","52.9",",0","62.8",",,,0","42.9",",,,0","11412","4,X","180",",X","300",",X","30.0",",X","36",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2001-12","9.4",",X","1367","0","0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","12",",0","2",",0","3",",0","0",",0","20",",0,31,","0",",,0,31,+","0.0",",,0,31,+","0.63",",,0,08,","72",",0,06,+","1292","0","659",",0","2.11",",,,0",,,"0.0",",,,0","43.7",",0","51.4",",,,0","36.0",",,,0","9786",",X","320",",X","320",",X","34.9",",X","45",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-01","9.4",",X","0","0","0",",0","11",",0","6",",0","3",",0","1",",0","0",",0","19",",0","1",",0","1",",0","0",",0","20",",0,02,+","4",",,0,20,","3.9",",,0,19,","0.90",",,0,06,","72",",0,29,","2093","0","800",",0","2.43",",,,0",,,"4.0",",,,0","39.2",",0","46.7",",,,0","31.7",",,,0","10304",",X","290",",X","280",",X","38.0",",X","46",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-02","11.0",",X","0","0","0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","18",",0","0",",0","1",",0","0",",0","20",",0,05,","0",",,0,28,+","0.0",",T,0,27,+","0.26",",,0,10,","70",",0,01,","2762","0","669",",0","0.55",",,,0",,,"0.0",",T,,0","41.1",",0","50.7",",,,0","31.5",",,,0","11554",",X","320",",X","290",",X","38.0",",X","49",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-03","11.0",",X","0","0","0",",0","10",",0","9",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","0",",0","19",",0,05,","0",",,0,31,+","0.0",",T,0,22,+","0.86",",,0,20,","73",",0,16,","3366","0","604",",0","4.03",",,,0",,,"0.0",",T,,0","45.5",",0","54.9",",,,0","36.1",",,,0","10445",",X","270",",X","270",",X","38.9",",X","47",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-04","10.1",",X","61","0","61",",0","12",",0","8",",0","0",",0","0",",0","0",",0","1",",0","0",",0","11",",0","3",",0","31",",0,07,","0",",,0,30,+","0.0",",T,0,06,","0.85",",,0,28,","95",",0,17,","3662","0","295",",0","2.18",",,,0",,,"0.0",",T,,0","57.2",",0","67.2",",,,0","47.2",",,,0","8930",",W","330",",X","320",",X","36.9",",X","43",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-05","9.4",",X","133","0","72",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","41",",0,21,","0",",,0,31,+","0.0",",,0,31,+","1.47",",,0,18,","91",",0,31,","3786","0","124",",0","3.57",",,,0",,,"0.0",",,,0","63.3",",0","73.7",",,,0","52.9",",,,0","1743","1,X","280",",X","280",",X","42.9",",X","59",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-06","8.3",",X","403","0","271",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","55",",0,08,","0",",,0,30,+","0.0",",,0,30,+","0.94",",,0,06,","95",",0,26,","3791","0","5",",0","3.73",",,,0",,,"0.0",",,,0","73.8",",0","83.8",",,,0","63.9",",,,0","7124","3,W","320",",X","330",",X","28.0",",X","39",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-07","8.9",",X","856","0","453",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","62",",0,12,+","0",",,0,31,+","0.0",",,0,31,+","1.05",",,0,19,","99",",0,04,","0","0","0",",0","2.12",",,,0",,,"0.0",",,,0","79.6",",0","88.8",",,,0","70.4",",,,0","2034",",W","330",",X","320",",X","30.0",",X","36",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-08","8.5",",X","1307","0","450",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","61",",0,29,","0",",,0,31,+","0.0",",,0,31,+","1.13",",,0,24,","99",",0,14,+","1","0","1",",0","2.47",",,,0",,,"0.0",",,,0","79.5",",0","88.6",",,,0","70.4",",,,0","7158","3,X","340",",X","340",",X","28.0",",X","33",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-09","8.5",",X","1525","0","218",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","56",",0,29,","0",",,0,30,+","0.0",",,0,30,+","1.58",",,0,26,","93",",0,09,","6","0","5",",0","3.67",",,,0",,,"0.0",",,,0","72.1",",0","81.4",",,,0","62.9",",,,0","4065",",X","300",",X","320",",X","33.1",",X","44",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-10","9.2",",X","1577","0","53",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","37",",0,31,+","0",",,0,31,+","0.0",",T,0,30,","2.04",",,0,11,","87",",0,03,+","289","0","283",",0","5.90",",,,0",,,"0.0",",T,,0","57.6",",0","64.5",",,,0","50.6",",,,0","1625","1,X","30",",X","190",",X","30.0",",X","44",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-11","9.8",",X","1577","0","0",",0","15",",0","9",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","26",",0,28,","0",",,0,30,+","0.0",",T,0,27,","1.20",",,0,17,","72",",0,10,","862","0","574",",0","4.66",",,,0",,,"0.0",",T,,0","45.9",",0","53.2",",,,0","38.5",",,,0","3546","4,X","300",",X","300",",X","34.9",",X","41",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2002-12","10.3",",X","1577","0","0",",0","9",",0","5",",0","9",",0","2",",0","0",",0","22",",0","3",",0","0",",0","0",",0","16",",0,07,","6",",,0,06,","7.0",",,0,05,","1.14",",,0,11,","59",",0,20,","1782","0","919",",0","4.06",",,,0",,,"8.4",",,,0","35.3",",0","42.2",",,,0","28.5",",,,0","5246","2,X","310",",X","320",",X","32.0",",X","41",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-01","11.6",",X","0","0","0",",0","8",",0","4",",0","8",",0","2",",0","0",",0","26",",0","15",",0","0",",0","0",",0","8",",0,18,","2",",,0,30,+","2.6",",,0,05,","1.10",",,0,01,","54",",0,09,","2912","0","1131",",0","1.93",",,,0",,,"6.3",",,,0","28.5",",0","34.3",",,,0","22.7",",,,0","3858",",X","300",",X","310",",X","36.9",",X","47",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-02","10.3",",X","0","0","0",",0","14",",0","8",",0","22",",0","6",",0","0",",0","24",",0","7",",0","0",",0","0",",0","11",",0,16,+","23",",,0,18,+","16.0",",,0,16,","1.88",",,0,22,","48",",0,04,","3896","0","984",",0","5.04",",,,0",,,"29.6",",,,0","29.9",",0","36.4",",,,0","23.3",",,,0","1559","1,X","260",",X","250",",X","38.0",",X","46",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-03","9.2",",X","0","0","0",",0","11",",0","7",",0","4",",0","0",",0","0",",0","13",",0","1",",0","4",",0","0",",0","18",",0,03,","3",",,0,01,","0.2",",,0,06,","1.39",",,0,20,","74",",0,29,","4520","0","624",",0","4.09",",,,0",,,"0.2",",,,0","44.9",",0","54.7",",,,0","35.1",",,,0","6935","2,X","330",",X","330",",X","33.1",",X","43",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-04","10.7",",X","7","0","7",",0","9",",0","7",",0","0",",0","1",",0","0",",0","1",",0","0",",0","11",",0","0",",0","30",",0,01,","0",",T,0,08,","1.8",",,0,07,","0.52",",,0,11,","87",",0,16,","4899","0","378",",0","2.20",",,,0",,,"1.8",",,,0","52.6",",0","62.1",",,,0","43.1",",,,0","337","3,W","80",",X","80",",X","33.1",",X","41",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-05","8.1",",X","30","0","23",",0","18",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","43",",0,19,","0",",,0,31,+","0.0",",,0,31,+","1.70",",,0,26,","82",",0,30,+","5060","0","162",",0","4.18",",,,0",,,"0.0",",,,0","60.5",",0","68.2",",,,0","52.9",",,,0","0","3,W","270",",X","270",",X","31.1",",X","39",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-06","7.6",",X","245","0","216",",0","15",",0","13",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","6",",0","53",",0,04,+","0",",,0,30,+","0.0",",,0,30,+","1.59",",,0,20,","97",",0,26,","5087","0","26",",0","8.09",",,,0",,,"0.0",",,,0","71.3",",0","79.7",",,,0","62.9",",,,0","2593","3,W","330",",X","330",",X","28.0",",X","35",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-07","8.7",",X","670","0","425",",0","16",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","65",",0,20,","0",",,0,31,+","0.0",",,0,31,+","0.57",",,0,24,","95",",0,05,","0","0","0",",0","2.02",",,,0",,,"0.0",",,,0","78.7",",0","87.4",",,,0","70.1",",,,0","2376","1,W","260",",X","270",",X","36.0",",X","45",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-08","7.6",",X","1081","0","411",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","60",",0,24,","0",",,0,31,+","0.0",",,0,31,+","0.77",",,0,07,","93",",0,22,","0","0","0",",0","3.27",",,,0",,,"0.0",",,,0","78.2",",0","86.1",",,,0","70.3",",,,0","4864","2,X","330",",X","330",",X","30.0",",X","38",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-09","8.7",",X","1244","0","162",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","50",",0,30,","0",",,0,30,+","0.0",",,0,30,+","0.91",",,0,23,","83",",0,20,+","12","0","12",",0","4.67",",,,0",,,"0.0",",,,0","70.0",",0","77.7",",,,0","62.4",",,,0","0","2,W","100",",X","130",",X","38.0",",X","49",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-10","8.9",",X","1251","0","7",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","33",",0,24,","0",",,0,31,+","0.0",",,0,31,+","1.34",",,0,27,","79",",0,09,","300","0","288",",0","4.45",",,,0",,,"0.0",",,,0","55.9",",0","64.7",",,,0","47.2",",,,0","0",",W","240",",X","200",",X","45.0",",X","55",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-11","8.9",",X","1252","0","1",",0","11",",0","7",",0","0",",0","0",",0","0",",0","3",",0","0",",0","4",",0","0",",0","28",",0,10,","0",",,0,30,+","0.0",",T,0,13,","0.98",",,0,19,","79",",0,03,","729","0","429",",0","2.64",",,,0",,,"0.0",",T,,0","50.7",",0","59.2",",,,0","42.3",",,,0","7846",",W","270",",X","280",",X","46.1",",X","58",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2003-12","11.6",",X","1252","0","0",",0","8",",0","7",",0","6",",0","2",",0","0",",0","24",",0","1",",0","0",",0","0",",0","21",",0,08,+","3",",,0,08,+","4.1",",,0,05,","1.74",",,0,24,","60",",0,23,+","1604","0","875",",0","5.46",",,,0",,,"6.0",",,,0","36.8",",0","44.1",",,,0","29.4",",,,0","1868","3,X","320",",X","300",",X","36.0",",X","46",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2004-01","12.3",",X","0","0","0",",0","11",",0","5",",0","15",",0","3",",0","0",",0","27",",0","20",",0","0",",0","0",",0","4",",0,10,","3",",,0,30,+","2.6",",,0,26,","0.43",",,0,18,","54",",0,04,+","2811","0","1207",",0","1.70",",,,0",,,"7.6",",,,0","26.1",",0","32.3",",,,0","19.9",",,,0","2349",",W","320",",X","320",",X","38.9",",X","45",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2004-02","9.8",",X","0","0","0",",0","4",",0","2",",0","3",",0","0",",0","0",",0","27",",0","1",",0","0",",0","0",",0","11",",0,01,","2",",,0,02,+","0.3",",,0,24,","1.90",",,0,06,","63",",0,29,","3669","0","858",",0","2.50",",,,0",,,"0.4",",,,0","35.4",",0","44.0",",,,0","26.9",",,,0","2529","5,W","270",",X","310",",X","34.9",",X","40",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2004-03","10.1",",X","0","0","0",",0","17",",0","8",",0","1",",0","2",",0","0",",0","10",",0","0",",0","1",",0","0",",0","24",",0,23,","1",",,0,19,","1.9",",,0,19,","1.02",",,0,06,","75",",0,26,","4286","0","617",",0","3.54",",,,0",,,"3.7",",,,0","45.1",",0","53.5",",,,0","36.7",",,,0","4934","1,X","320",",X","280",",X","33.1",",X","40",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2004-04","10.7",",X","8","0","8",",0","16",",0","10",",0","0",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","31",",0,05,","0",",,0,30,+","0.3",",,0,04,","1.44",",,0,26,","86",",0,19,","4616","0","330",",0","6.02",",,,0",,,"0.3",",,,0","54.3",",0","64.1",",,,0","44.5",",,,0","890","1,W","310",",X","330",",X","34.9",",X","43",",X"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87326","-75.22681","2.1","2004-05","8.7",",X","188","0","180",",0","15",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","42",",0,04,","0",",,0,31,+","0.0",",,0,31,+","0.88",",,0,17,","91",",0,23,","4665","0","49",",0","3.63",",,,0",,,"0.0",",,,0","69.2",",0","78.6",",,,0","59.8",",,,0","0","1,W","300",",X","300",",X","40.0",",X","45",",X"
